timestamp,eye_aspect_ratio,blink_indicator,mouth_open_ratio,head_tilt_angle,face_motion_delta,hand_velocity,hand_acceleration,gesture_activity_score,idle_time_ratio,rolling_mean_ear,rolling_std_ear,rolling_mean_velocity,rolling_std_velocity,motion_entropy,label
1777005181.6166444,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Stressed
1777005181.7548876,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005181.8407326,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005181.9393733,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005182.047963,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005182.1415436,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005182.2333033,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005182.326436,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005182.4181025,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005182.5075965,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005182.6001096,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005182.6947072,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005182.7862875,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005182.8795483,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005182.9773571,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005183.0805423,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005183.1750455,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005183.2662196,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005183.3577285,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005183.450776,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005183.5440798,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005183.6372533,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005183.7277262,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005183.822527,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005183.9178464,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005184.0077267,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005184.098805,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005184.1917787,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005184.2845101,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005184.3763146,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005184.4695132,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005184.581282,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005184.6715617,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005184.7647717,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005184.8566644,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005184.9504414,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005185.040829,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005185.1329064,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005185.2277553,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005185.3185863,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005185.40991,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005185.5060022,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005185.599107,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005185.6948304,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005185.785342,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005185.8794162,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005185.9849617,0.0,0,0.0,0.0,0.0,0.0,0.0,112.7375,1.0,0.0,0.0,0.0,0.0,-0.0,Stressed
1777005186.0937707,0.0,0,0.0,0.0,0.0,10.656,10.656,112.8425,0.9667,0.0,0.0,0.355,1.913,0.1461,Focused
1777005186.2018337,0.0,0,0.0,0.0,0.0,11.167,0.511,115.1887,0.9333,0.0,0.0,0.727,2.723,0.2449,Focused
1777005186.310379,0.0,0,0.0,0.0,0.0,3.201,7.966,114.7335,0.9333,0.0,0.0,0.834,2.755,0.3887,Stressed
1777005186.4169226,0.0,0,0.0,0.0,0.0,1.813,1.388,113.1753,0.9333,0.0,0.0,0.895,2.756,0.5313,Stressed
1777005186.5237858,0.0,0,0.0,0.0,0.0,1.124,0.69,113.4581,0.9333,0.0,0.0,0.932,2.751,0.6264,Stressed
1777005186.633045,0.0,0,0.0,0.0,0.0,1.336,0.213,112.9916,0.9333,0.0,0.0,0.977,2.746,0.7027,Stressed
1777005186.73873,0.0,0,0.0,0.0,0.0,2.159,0.823,113.0293,0.9333,0.0,0.0,1.049,2.748,0.7663,Stressed
1777005186.8481896,0.0,0,0.0,0.0,0.0,0.613,1.547,113.1258,0.9333,0.0,0.0,1.069,2.742,0.7663,Stressed
1777005186.957553,0.0,0,0.0,0.0,0.0,1.359,0.746,112.0713,0.9333,0.0,0.0,1.114,2.735,0.82,Stressed
1777005187.065367,0.0,0,0.0,0.0,0.0,0.65,0.708,112.373,0.9333,0.0,0.0,1.136,2.729,0.82,Stressed
1777005187.1718628,0.0,0,0.0,0.0,0.0,1.021,0.371,111.4077,0.9333,0.0,0.0,1.17,2.721,0.82,Stressed
1777005187.280299,0.0,0,0.0,0.0,0.0,1.424,0.402,108.0205,0.9333,0.0,0.0,1.217,2.713,0.8655,Stressed
1777005187.388708,0.0,0,0.0,0.0,0.0,0.735,0.688,108.5245,0.9333,0.0,0.0,1.242,2.705,0.8655,Stressed
1777005187.490186,0.0,0,0.0,0.0,0.0,0.594,0.141,108.5707,0.9333,0.0,0.0,1.262,2.698,0.8655,Stressed
1777005187.608483,0.0,0,0.0,0.0,0.0,1.219,0.624,108.8441,0.9333,0.0,0.0,1.302,2.688,0.9038,Stressed
1777005187.7140474,0.0,0,0.0,0.0,0.0,1.17,0.048,110.4025,0.9333,0.0,0.0,1.341,2.677,0.9357,Stressed
